 
qq.com,YEAH,https://node.video.qq.com/x/api/download_pc
naver.com,YEAH,https://adcr.naver.com/adcr?x=72ilyfOd8/FSs4McbHkHqP///w==k7Q7tViJMe47y7+UflJRYiaNWJYl3hjZU/Ugdsy8tynHuJ3+0UG3EEvCFfLyAjmISZ53fv2TCEQdD1qYnW2ynONNkPwiTcQMAxmTCcyBNiP9kzPQO6E+UdtVaw0M91hOUkvCPMwz4L36W72EfsBw7ZDGshvgU5w0Lp4JHD44hawBLBjemwmVgKogzUwjW3g+mGhuoYSx2zu5LcjytF2fbfieo7YRxBE0r/BlBraKzGzu9x8utxLMO/FiXh3JLYI7XnUkdNbO+7kSIBrGEdGUoC3DdRryq2oejhmploKwJIFeqAbLaps4E4b5rCnDM5ByAZPQNItBxz7JVvH2O2kpD2DMDBIEfxnhEv/hI3W5eFXKAgufAcaXWCcM75zS6PMrZ/4ku1Ug3L9AWTMx7OOPdfFX8qAcoGfDphRvrZUUaFShgYLrBqAyanM8/9d8shYGhJ5Q3CZKoJ8+Pz9VOiWc/fEmTFdhvSboPTvkUkPC2N8MZed8++WC/SYkuz9R43nJPvH1Rcrw8v+hzLhIBDrrUFui8S5AgkITOH+RZsxa5J77U7QfUu6kErzKi5SvfiZjV+A4BNLm5t459zLciVAOmnoe2ZW27Xa8lKbchSsWFQi1qlwqDTqhE9BjVEdmwphWdE56tmRwlESC7s0SKKHxliKaAKJo0a7TuKd2gmQhFhTgIB4guw08U4oHvXM8YfeeLWFRyBcWiXwKSKOBEjVP/Yhjh4hcLLr5Ah0QBgafEL5I0cE/Zf80BEMNlFgkYQaYgcq16JSdUv8f3q9Ao9ZYgSgF7kaKxH1Re3diugvl6HIH3POqR+hYnPNcqBpm8iZc71v3reU9Wo+FPS/dcE/uSxFc7veil+JZuliQ6g4DSnZmCc9q22PabEXQe5dFsAU0VMOh/7m4OzB3Qj1X1/n6ZDblAmBYSNWTLSgIbtJxjcDB5KQvmw7UpOFFX4WhXU7QL1oQSLiK7k07Aj3gLwWCAdw==&p=1
amazon.in,unknown,http://amazon.in/Kindle-reader-Glare-Free-Touchscreen-Display/dp/B0186FF45G
amazon.de,unknown,https://www.amazon.de/Netatmo-Wetterstation-Au%C3%9Fensensor-Wettervorhersage-funktioniert/dp/B0098MGWA8/ref=lp_9418395031_1_5/259-7703812-5385050?s=boost&srs=9418395031&ie=UTF8&qid=1542981994&sr=1-5
mama.cn,unknown,http://qimg.mama.cn/act/cms/2018/11/c206d3c4f9718e26661b6c6f8709dc.mp4
ok.ru,unknown,http://ok.ru/dk?cmd=logExternal&st.cmd=logExternal&st.sig=vhSTpZupYhWk6tyMeR28pJFfvbkXlgUvO2JzO6IFLDY&st.link=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dru.ok.live&st.name=okLiveGooglePlay
salesforce.com,unknown,https://www.salesforce.com/content/dam/web/en_us/www/documents/reports/sustainability-FY18-stakeholder-impact-report.pdf
flipkart.com,unknown,http://flipkart.com/q/body-lotion?otracker=undefined_footer_footer
zhihu.com,unknown,http://www.zhihu.com/api/v4/sem/package/redirect?app_from=zhihuwap&utm_source=zhihu_default
godaddy.com,unknown,https://in.godaddy.com/mr/domains/discount-domains.aspx
weather.com,unknown,http://careers.weather.com/?utm_source=careersite&utm_campaign=Careersfooterlnk
livejournal.com,unknown,https://www.livejournal.com/identity/login.bml?type=facebook&auto_forwhat=wwws%24%2Flogin.bml%3Freturnto%3D%25252Fbetatest%25252F
blackboard.com,unknown,http://www.blackboard.com/Images/data-is-king-infographic_tcm21-25118.jpg
ameblo.jp,unknown,https://ameblo.jp/chunta-2011/
steampowered.com,unknown,https://store.steampowered.com/manual/435150
