0 0 0
8 8 0
22 14 1
23 1 2
24 1 3
35 11 4
48 13 5
61 13 6
75 14 7
90 15 8
106 16 9
123 17 10
141 18 11
160 19 12
180 20 13
201 21 14
223 22 15
246 23 16
269 23 17
293 24 18
318 25 19
344 26 20
371 27 21
399 28 22
428 29 23
458 30 24
490 32 25
523 33 26
557 34 27
592 35 28
628 36 29
665 37 30
703 38 31
742 39 32
782 40 33
823 41 34
865 42 35
908 43 36
952 44 37
997 45 38
1043 46 39
1090 47 40
1138 48 41
1187 49 42
1237 50 43
1288 51 44
1341 53 45
1395 54 46
1450 55 47
1506 56 48
1563 57 49
1621 58 50
1680 59 51
1740 60 52
1801 61 53
1863 62 54
1926 63 55
1990 64 56
2055 65 57
2121 66 58
2188 67 59
