0 0 0
6 6 0
13 7 1
25 12 2
32 7 3
40 8 4
41 1 5
42 1 6
44 2 7
45 1 8
46 1 9
47 1 10
58 11 11
70 12 12
83 13 13
95 12 14
108 13 15
124 16 16
141 17 17
159 18 18
178 19 19
198 20 20
218 20 21
239 21 22
261 22 23
284 23 24
308 24 25
333 25 26
359 26 27
386 27 28
414 28 29
443 29 30
474 31 31
506 32 32
539 33 33
573 34 34
606 33 35
643 37 36
682 39 37
720 38 38
760 40 39
801 41 40
844 43 41
890 46 42
935 45 43
982 47 44
1033 51 45
1084 51 46
1139 55 47
1195 56 48
1253 58 49
1313 60 50
1375 62 51
1443 68 52
1509 66 53
1581 72 54
1657 76 55
1730 73 56
1807 77 57
1887 80 58
1970 83 59
