0 0 0
3 3 0
4 1 1
13 9 2
17 4 3
18 1 4
19 1 5
20 1 6
21 1 7
24 3 8
26 2 9
31 5 10
37 6 11
43 6 12
50 7 13
58 8 14
67 9 15
77 10 16
88 11 17
100 12 18
113 13 19
127 14 20
142 15 21
158 16 22
175 17 23
194 19 24
214 20 25
235 21 26
257 22 27
279 22 28
302 23 29
327 25 30
354 27 31
381 27 32
409 28 33
438 29 34
468 30 35
500 32 36
535 35 37
569 34 38
603 34 39
639 36 40
676 37 41
714 38 42
754 40 43
795 41 44
838 43 45
883 45 46
932 49 47
979 47 48
1032 53 49
1086 54 50
1143 57 51
1204 61 52
1265 61 53
1328 63 54
1391 63 55
1459 68 56
1530 71 57
1612 82 58
1625 13 59
