0 0 0
4 4 0
8 4 1
15 7 2
20 5 3
22 2 4
23 1 5
30 7 6
37 7 7
45 8 8
54 9 9
64 10 10
75 11 11
87 12 12
100 13 13
115 15 14
131 16 15
147 16 16
165 18 17
184 19 18
204 20 19
225 21 20
247 22 21
270 23 22
294 24 23
319 25 24
346 27 25
374 28 26
402 28 27
432 30 28
463 31 29
494 31 30
527 33 31
560 33 32
594 34 33
630 36 34
667 37 35
704 37 36
742 38 37
782 40 38
823 41 39
866 43 40
911 45 41
958 47 42
1007 49 43
1058 51 44
1111 53 45
1166 55 46
1223 57 47
1282 59 48
1343 61 49
1406 63 50
1474 68 51
1544 70 52
1616 72 53
1698 82 54
1706 8 55
1709 3 56
1715 6 57
1715 0 58
