0 0 0
3 3 0
14 11 1
28 14 2
40 12 3
53 13 4
66 13 5
80 14 6
95 15 7
111 16 8
128 17 9
146 18 10
165 19 11
185 20 12
206 21 13
228 22 14
251 23 15
275 24 16
300 25 17
326 26 18
353 27 19
381 28 20
410 29 21
440 30 22
472 32 23
505 33 24
539 34 25
574 35 26
610 36 27
647 37 28
685 38 29
724 39 30
764 40 31
805 41 32
846 41 33
890 44 34
933 43 35
980 47 36
1025 45 37
1072 47 38
1119 47 39
1168 49 40
1220 52 41
1270 50 42
1321 51 43
1374 53 44
1429 55 45
1485 56 46
1541 56 47
1598 57 48
1657 59 49
1716 59 50
1776 60 51
1837 61 52
1899 62 53
1964 65 54
2028 64 55
2093 65 56
2159 66 57
2228 69 58
2296 68 59
