0 0 0
4 4 0
20 16 1
29 9 2
33 4 3
50 17 4
67 17 5
85 18 6
104 19 7
124 20 8
145 21 9
167 22 10
190 23 11
214 24 12
239 25 13
265 26 14
292 27 15
320 28 16
349 29 17
379 30 18
410 31 19
442 32 20
475 33 21
509 34 22
544 35 23
580 36 24
617 37 25
655 38 26
694 39 27
735 41 28
778 43 29
823 45 30
870 47 31
919 49 32
970 51 33
1024 54 34
1084 60 35
1142 58 36
1211 69 37
1283 72 38
1346 63 39
1418 72 40
1488 70 41
1561 73 42
1641 80 43
1723 82 44
1731 8 45
1745 14 46
1766 21 47
1799 33 48
1842 43 49
