0 0 0
3 3 0
4 1 1
5 1 2
14 9 3
29 15 4
30 1 5
38 8 6
48 10 7
57 9 8
68 11 9
80 12 10
94 14 11
108 14 12
124 16 13
141 17 14
159 18 15
178 19 16
197 19 17
217 20 18
238 21 19
260 22 20
283 23 21
307 24 22
332 25 23
358 26 24
385 27 25
413 28 26
442 29 27
472 30 28
503 31 29
536 33 30
570 34 31
604 34 32
639 35 33
677 38 34
715 38 35
753 38 36
792 39 37
834 42 38
877 43 39
922 45 40
970 48 41
1020 50 42
1071 51 43
1124 53 44
1180 56 45
1240 60 46
1304 64 47
1367 63 48
1431 64 49
1498 67 50
1566 68 51
1638 72 52
1711 73 53
1786 75 54
1863 77 55
1941 78 56
2022 81 57
2024 2 58
2029 5 59
