0 0 0
9 9 0
19 10 1
26 7 2
29 3 3
31 2 4
33 2 5
38 5 6
47 9 7
57 10 8
68 11 9
80 12 10
94 14 11
110 16 12
127 17 13
145 18 14
165 20 15
186 21 16
208 22 17
232 24 18
257 25 19
283 26 20
311 28 21
340 29 22
371 31 23
403 32 24
437 34 25
472 35 26
508 36 27
546 38 28
586 40 29
627 41 30
669 42 31
712 43 32
756 44 33
801 45 34
848 47 35
897 49 36
947 50 37
998 51 38
1050 52 39
1104 54 40
1158 54 41
1214 56 42
1272 58 43
1330 58 44
1390 60 45
1450 60 46
1516 66 47
1582 66 48
1647 65 49
1714 67 50
1786 72 51
1856 70 52
1927 71 53
1998 71 54
2072 74 55
2143 71 56
2218 75 57
2295 77 58
2370 75 59
