0 0 0
15 15 0
22 7 1
33 11 2
45 12 3
58 13 4
72 14 5
87 15 6
103 16 7
120 17 8
138 18 9
157 19 10
177 20 11
198 21 12
220 22 13
243 23 14
267 24 15
292 25 16
317 25 17
343 26 18
370 27 19
398 28 20
427 29 21
457 30 22
489 32 23
522 33 24
556 34 25
591 35 26
627 36 27
664 37 28
702 38 29
741 39 30
781 40 31
822 41 32
864 42 33
907 43 34
951 44 35
996 45 36
1042 46 37
1089 47 38
1137 48 39
1186 49 40
1236 50 41
1287 51 42
1340 53 43
1394 54 44
1452 58 45
1508 56 46
1565 57 47
1623 58 48
1682 59 49
