0 0 0
4 4 0
16 12 1
25 9 2
35 10 3
44 9 4
54 10 5
65 11 6
77 12 7
90 13 8
104 14 9
119 15 10
135 16 11
152 17 12
170 18 13
189 19 14
208 19 15
228 20 16
249 21 17
271 22 18
294 23 19
318 24 20
343 25 21
369 26 22
396 27 23
424 28 24
453 29 25
483 30 26
514 31 27
546 32 28
581 35 29
615 34 30
650 35 31
686 36 32
723 37 33
761 38 34
799 38 35
840 41 36
884 44 37
929 45 38
976 47 39
1026 50 40
1076 50 41
1128 52 42
1183 55 43
1239 56 44
1298 59 45
1359 61 46
1421 62 47
1486 65 48
1553 67 49
1622 69 50
1693 71 51
1767 74 52
1841 74 53
1918 77 54
1997 79 55
2078 81 56
2080 2 57
2082 2 58
2085 3 59
