0 0 0
5 5 0
11 6 1
17 6 2
22 5 3
23 1 4
24 1 5
26 2 6
28 2 7
32 4 8
37 5 9
43 6 10
50 7 11
58 8 12
67 9 13
77 10 14
88 11 15
100 12 16
113 13 17
127 14 18
142 15 19
158 16 20
175 17 21
193 18 22
212 19 23
232 20 24
253 21 25
275 22 26
298 23 27
322 24 28
347 25 29
373 26 30
400 27 31
428 28 32
457 29 33
487 30 34
518 31 35
550 32 36
583 33 37
617 34 38
652 35 39
691 39 40
728 37 41
766 38 42
808 42 43
852 44 44
895 43 45
940 45 46
987 47 47
1036 49 48
1087 51 49
1140 53 50
1195 55 51
1252 57 52
1315 63 53
1376 61 54
1439 63 55
1504 65 56
1571 67 57
1640 69 58
1711 71 59
