0 0 0
5 5 0
8 3 1
13 5 2
23 10 3
27 4 4
28 1 5
38 10 6
50 12 7
62 12 8
77 15 9
95 18 10
115 20 11
138 23 12
166 28 13
197 31 14
231 34 15
263 32 16
295 32 17
330 35 18
362 32 19
396 34 20
431 35 21
465 34 22
499 34 23
537 38 24
577 40 25
618 41 26
660 42 27
703 43 28
753 50 29
803 50 30
856 53 31
910 54 32
966 56 33
1029 63 34
1100 71 35
1178 78 36
1261 83 37
1289 28 38
1325 36 39
1362 37 40
1402 40 41
1442 40 42
1483 41 43
1529 46 44
1576 47 45
1628 52 46
1683 55 47
1743 60 48
1806 63 49
1871 65 50
1938 67 51
2007 69 52
2022 15 53
2022 0 54
