0 0 0
1 1 0
2 1 1
3 1 2
18 15 3
23 5 4
24 1 5
67 43 6
137 70 7
273 136 8
488 215 9
729 241 10
970 241 11
1211 241 12
1450 239 13
1621 171 14
1792 171 15
1963 171 16
2134 171 17
2280 146 18
2283 3 19
2285 2 20
2285 0 21
