0 0 0
3 3 0
8 5 1
17 9 2
22 5 3
26 4 4
27 1 5
34 7 6
42 8 7
50 8 8
59 9 9
69 10 10
80 11 11
92 12 12
105 13 13
119 14 14
134 15 15
150 16 16
167 17 17
186 19 18
206 20 19
227 21 20
249 22 21
272 23 22
296 24 23
322 26 24
349 27 25
376 27 26
403 27 27
431 28 28
460 29 29
491 31 30
523 32 31
555 32 32
588 33 33
622 34 34
658 36 35
695 37 36
733 38 37
771 38 38
811 40 39
853 42 40
896 43 41
941 45 42
989 48 43
1038 49 44
1089 51 45
1143 54 46
1198 55 47
1256 58 48
1315 59 49
1376 61 50
1439 63 51
1504 65 52
1572 68 53
1640 68 54
1711 71 55
1783 72 56
1858 75 57
1935 77 58
2014 79 59
