0 0 0
4 4 0
5 1 1
6 1 2
31 25 3
38 7 4
40 2 5
89 49 6
167 78 7
316 149 8
465 149 9
614 149 10
761 147 11
868 107 12
975 107 13
1082 107 14
1189 107 15
1294 105 16
1399 105 17
1504 105 18
1609 105 19
1714 105 20
1819 105 21
1926 107 22
2029 103 23
2134 105 24
2237 103 25
2342 105 26
2445 103 27
2548 103 28
2637 89 29
2708 71 30
2779 71 31
2850 71 32
2921 71 33
2992 71 34
3065 73 35
3136 71 36
3209 73 37
3282 73 38
3355 73 39
3428 73 40
3501 73 41
3574 73 42
3649 75 43
3722 73 44
3731 9 45
3731 0 46
