0 0 0
4 4 0
11 7 1
21 10 2
24 3 3
27 3 4
35 8 5
40 5 6
46 6 7
53 7 8
61 8 9
70 9 10
80 10 11
91 11 12
103 12 13
116 13 14
130 14 15
145 15 16
161 16 17
178 17 18
196 18 19
215 19 20
235 20 21
256 21 22
278 22 23
301 23 24
325 24 25
350 25 26
376 26 27
403 27 28
431 28 29
460 29 30
490 30 31
521 31 32
553 32 33
586 33 34
620 34 35
655 35 36
691 36 37
728 37 38
766 38 39
805 39 40
846 41 41
889 43 42
934 45 43
981 47 44
1030 49 45
1081 51 46
1134 53 47
1193 59 48
1250 57 49
1309 59 50
1370 61 51
1433 63 52
1498 65 53
1565 67 54
1634 69 55
1705 71 56
1777 72 57
1851 74 58
1927 76 59
