0 0 0
6 6 0
7 1 1
8 1 2
19 11 3
29 10 4
32 3 5
33 1 6
34 1 7
52 18 8
65 13 9
86 21 10
101 15 11
117 16 12
134 17 13
153 19 14
173 20 15
194 21 16
217 23 17
241 24 18
266 25 19
293 27 20
321 28 21
351 30 22
382 31 23
415 33 24
449 34 25
484 35 26
521 37 27
559 38 28
599 40 29
640 41 30
683 43 31
727 44 32
772 45 33
819 47 34
867 48 35
916 49 36
967 51 37
1019 52 38
1072 53 39
1126 54 40
1183 57 41
1237 54 42
1292 55 43
1349 57 44
1409 60 45
1468 59 46
1531 63 47
1596 65 48
1657 61 49
1720 63 50
1785 65 51
1851 66 52
1921 70 53
1994 73 54
2061 67 55
2128 67 56
2203 75 57
2220 17 58
2220 0 59
