0 0 0
3 3 0
4 1 1
24 20 2
33 9 3
34 1 4
72 38 5
142 70 6
226 84 7
309 83 8
390 81 9
469 79 10
526 57 11
583 57 12
640 57 13
699 59 14
758 59 15
815 57 16
872 57 17
929 57 18
986 57 19
1045 59 20
1104 59 21
1161 57 22
1218 57 23
1275 57 24
1332 57 25
1389 57 26
1446 57 27
1503 57 28
1560 57 29
1617 57 30
1674 57 31
1731 57 32
1788 57 33
1845 57 34
1904 59 35
1963 59 36
2020 57 37
2077 57 38
2118 41 39
2171 53 40
2214 43 41
2257 43 42
2300 43 43
2345 45 44
2390 45 45
2435 45 46
2478 43 47
2523 45 48
2566 43 49
