0 0 0
3 3 0
10 7 1
19 9 2
25 6 3
26 1 4
27 1 5
28 1 6
30 2 7
31 1 8
32 1 9
39 7 10
47 8 11
56 9 12
66 10 13
77 11 14
89 12 15
102 13 16
116 14 17
131 15 18
147 16 19
164 17 20
182 18 21
201 19 22
221 20 23
242 21 24
264 22 25
287 23 26
311 24 27
335 24 28
361 26 29
388 27 30
415 27 31
443 28 32
472 29 33
504 32 34
537 33 35
570 33 36
603 33 37
639 36 38
674 35 39
712 38 40
749 37 41
789 40 42
831 42 43
873 42 44
919 46 45
967 48 46
1017 50 47
1069 52 48
1121 52 49
1175 54 50
1226 51 51
1285 59 52
1345 60 53
1409 64 54
1473 64 55
1540 67 56
1609 69 57
1679 70 58
1751 72 59
1826 75 60
1903 77 61
1982 79 62
2044 62 63
2106 62 64
2193 87 65
2225 32 66
2258 33 67
2305 47 68
2357 52 69
