0 0 0
3 3 0
4 1 1
5 1 2
8 3 3
11 3 4
14 3 5
15 1 6
16 1 7
30 14 8
37 7 9
38 1 10
78 40 11
145 67 12
280 135 13
432 152 14
432 0 15
