0 0 0
3 3 0
8 5 1
19 11 2
22 3 3
23 1 4
44 21 5
63 19 6
75 12 7
88 13 8
101 13 9
115 14 10
130 15 11
146 16 12
163 17 13
182 19 14
201 19 15
222 21 16
245 23 17
268 23 18
291 23 19
315 24 20
341 26 21
367 26 22
394 27 23
422 28 24
451 29 25
481 30 26
512 31 27
544 32 28
577 33 29
611 34 30
646 35 31
682 36 32
719 37 33
757 38 34
796 39 35
837 41 36
880 43 37
925 45 38
972 47 39
1021 49 40
1072 51 41
1125 53 42
1180 55 43
1242 62 44
1302 60 45
1376 74 46
1460 84 47
1480 20 48
1518 38 49
1557 39 50
1598 41 51
1641 43 52
1689 48 53
1741 52 54
1795 54 55
1851 56 56
1910 59 57
1971 61 58
2034 63 59
