0 0 0
3 3 0
5 2 1
11 6 2
20 9 3
21 1 4
23 2 5
24 1 6
25 1 7
26 1 8
27 1 9
34 7 10
37 3 11
38 1 12
39 1 13
40 1 14
44 4 15
49 5 16
54 5 17
55 1 18
56 1 19
58 2 20
59 1 21
60 1 22
61 1 23
62 1 24
70 8 25
77 7 26
85 8 27
94 9 28
104 10 29
115 11 30
127 12 31
141 14 32
155 14 33
172 17 34
191 19 35
210 19 36
228 18 37
250 22 38
272 22 39
293 21 40
315 22 41
338 23 42
362 24 43
387 25 44
413 26 45
440 27 46
468 28 47
497 29 48
527 30 49
560 33 50
593 33 51
628 35 52
664 36 53
700 36 54
737 37 55
775 38 56
813 38 57
853 40 58
895 42 59
