0 0 0
1 1 0
2 1 1
12 10 2
17 5 3
56 39 4
121 65 5
242 121 6
381 139 7
624 243 8
869 245 9
1112 243 10
1283 171 11
1452 169 12
1624 172 13
1796 172 14
1966 170 15
2138 172 16
2309 171 17
2480 171 18
2649 169 19
2820 171 20
2989 169 21
3156 167 22
3273 117 23
3390 117 24
3507 117 25
3624 117 26
3743 119 27
3862 119 28
3981 119 29
4100 119 30
4219 119 31
4338 119 32
4457 119 33
4577 120 34
4696 119 35
4815 119 36
4934 119 37
5053 119 38
5172 119 39
5291 119 40
5410 119 41
5529 119 42
5648 119 43
5767 119 44
5886 119 45
6005 119 46
6124 119 47
6243 119 48
6362 119 49
