id                      url                                                 name                  trials rtts    fname    type description
25  https://download-editor.grammarly.com/osx/Grammarly.dmg download-editor.grammarly 10 50 496.csv 5
26  https://www.wsj.com/asia wsj 10 50 498.csv 5
27  https://static.reuters.com/resources/assets/?d=20181018&t=2&i=poland-voter-map&w=&q= static.reuters.com 10 50 637.csv 5
28  https://events.asana.com/static/css/style.css?v=82880cd1063e41985ed49f91b49a8cb081d88f2f events.asana.com 10 50 646.csv 5
29  https://sp.olx.com.br/sao-paulo-e-regiao sp.olx 10 50 692.csv 5
30  http://b.hatena.ne.jp/?via=201002 b.hatena.ne 10 50 703.csv 5
31  https://www.premierleague.com/tables 10 50 719.csv 5
32  https://www.gazetaexpress.com/roze-e-rrahur-dhe-e-mavijosur-nicole-kidman-nuk-njihet-foto-7417/ gazetaexpress 10 50 870.csv 5
33  https://www.lapatilla.com/wp-content/uploads/2019/03/WhatsApp-Video-2019-03-20-at-17.55.56-online-video-cutter.com_.mp4 lapatilla 10 50 914.csv 5
34  https://www.binance.com/en/trade/ADA_BTC binance 10 50 938.csv 5
35  https://www.vanguardngr.com/wp-content/uploads/2015/11/Highlights-of-Golden-Eaglets-match-against-Mali.mp4 vanguardngr 10 50 1078.csv 5
36  https://www.storm.mg/authors// storm.mg 10 50 1146.csv 5
37  https://www.areavip.com.br/enquete/a-fazenda-10-quem-deve-ganhar/ areavip.com 10 50 1294.csv 5
38  https://www.jugantor.com/assets/news_photos/2019/03/26/image-159360-1553598159.jpg 10 50 1328.csv 5
39 https://connect.secure.wellsfargo.com/auth/login/smsalert wellsfargo.com 10 50 192.csv 6
40 https://www.merdeka.com/company/undang-undang-nomor-14-tahun-2008-tentang-keterbukaan-dan-informasi-publik.html merdeka.com 10 50 395.csv 6
41 https://musik.kapanlagi.com/ kapanlagi.com 10 50 565.csv 6
42 https://marketing.rbc.ru/landings/36/ rbc.ru 10 50 588.csv 6
43 http://img04.tnt-online.ru/Documents/Icon2/0b/ds0biext2y9v.png tnt-online.ru 10 50 860.csv 6
44 http://wiki.ukr.net/api.php?action=feedcontributions&user=Maryalex&feedformat=atom ukr.net 10 50 895.csv 6
45 https://badoo.com/ badoo.com 10 50 979.csv 6
46 https://cx.rightnow.com/app/blog/support_experience custhelp.com 10 50 1027.csv 6
47 https://www.drtuber.com/categories drtuber.com 10 50 1082.csv 6
48 http://s136.turbobit.net/soft/TurboUploaderSetup.exe turbobit.net 10 50 1111.csv 6
49 https://www.liveinternet.ru/community/4989775/tags/%D0%B1%D1%80%D0%B0%D0%BC%D1%81/ liveinternet.ru 10 50 1114.csv 6
50 https://www.deutsche-bank.de/pk/investments/finanzmarktwissen/studien.html deutsche-bank.de 10 50 1280.csv 6
51 https://nifmo.nifty.com/sim/device.htm nifty.com 10 50 1286.csv 6
52 https://www.heise.de/newsticker/archiv/2017/10 heise.de 10 50 1368.csv 6
53 https://www.commerzbank.de/media/aktionaere/service/archive/konzern/2015_2/20150415_Disclosure_Report_2014_IR.pdf commerzbank.de 10 50 1459.csv 6
54 https://forums.playground.ru/movies/poslednij_prosmotrennyj_film_v_8-890477/ playground.ru 10 50 1467.csv 6
55 https://www.ipko.pl/secure/ikd3/css/main-new.css?ts=f5455550cf1e31209bbc685ea16650ca783afe69 ipko.pl 10 50 1648.csv 6
56 https://ru.turbo.az/autos/new turbo.az 10 50 1667.csv 6
57 https://www.purdue.edu/bursar/tuition/calculator/index.html purdue.edu 10 50 1708.csv 6
58 https://www.klikbca.com/KlikPay/daftar_merchant.html klikbca.com 10 50 1927.csv 6
59 https://www.swagbucks.com/shop/store/40/restaurant-com-coupons swagbucks.com 10 50 2004.csv 6
60 https://squareup.com/townsquare/rss squareup.com 10 50 2059.csv 6
61 http://www.perfectgirls.net/privacy.html perfectgirls.net 10 50 2066.csv 6
62 http://poemz.blog.ir/rss/ blog.ir 10 50 2088.csv 6
63 http://www.aif.ru/society/history/27392_comments aif.ru 10 50 2107.csv 6
64 https://tass.ru/ukraina/hronologiya?menu=hronologiya-2014 tass.ru 10 50 2297.csv 6
65 https://www.gayboystube.com/blogs/page6.html gayboystube.com 10 50 2385.csv 6
66 https://www.bancsabadell.com/cs/Satellite/SabAtl/Security/6000020149782/en/ bancsabadell.com 10 50 2419.csv 6
67 https://tags.literotica.com/loving-wives-category-tags/group%20sex/ literotica.com 10 50 2449.csv 6
68 https://dll.z1.fm/music/9/b9/chotkij_paca_-_taksist_(zf.fm).mp3?download=force zk.fm 10 50 2574.csv 6
69 https://uk.match.com/p/dating-advice/dating-tips-for-women/page/2/ match.com 10 50 2620.csv 6
70 https://medicine.iu.edu/departments/psychiatry/faculty/667/nurnberger-john/ iu.edu 10 50 2628.csv 6
71 https://www.ixbt.com/tag/windows/?show=all ixbt.com 10 50 2706.csv 6
72 https://www.computerbild.de/fotos/Notebook-Programme-5813212.html computerbild.de 10 50 2762.csv 6
73 https://community.fitbit.com/t5/Fitbit-Community-Basics/Meet-Jerrod/td-p/73?nobounce fitbit.com 10 50 2778.csv 6
74 https://www.raiffeisen.at/eBusiness/services/resources/media/829603695858519807-829603831955296332_846094246657013390-846100791381870583-1-1-NA.pdf raiffeisen.at 10 50 2813.csv 6
75 https://indihome.co.id/pusat-bantuan/kenali-indihome/single-play indihome.co.id 10 50 3081.csv 6
76 http://img.ksl.com/slc/2503/250354/25035401.psd ksl.com 10 50 3176.csv 6
77 https://blog.photobucket.com/lib/css/app.css photobucket.com 10 50 3220.csv 6
78 https://plat.navitime.co.jp/article/KAK20181130050041/ navitime.co.jp 10 50 3235.csv 6
79 https://www.autotrader.co.uk/content/collections/homepage-features autotrader.co.uk 10 50 3265.csv 6
80 https://stihi.ru/2013/08/01/6590 stihi.ru 10 50 3387.csv 6
81 https://moodle.ucl.ac.uk/theme/styles.php/ucl/1552500440/all ucl.ac.uk 10 50 3430.csv 6
82 https://www.pubs.ext.vt.edu/tags.resource.xml/pubs_ext_vt_edu:department/agricultural-and-extension-education vt.edu 10 50 3506.csv 6
83 https://discover.vodafone.in/music-videos-and-more/competitions-mumbai vodafone.in 10 50 3609.csv 6
84 https://indiarailinfo.com/oldtrain/711/1492/41 indiarailinfo.com 10 50 3641.csv 6
85 https://www.sagawa-exp.co.jp/company/pdf/letter1708.pdf sagawa-exp.co.jp 10 50 3649.csv 6
86 https://meishi.ule.com/28031909-tesemeishi---------1-1.html ule.com 10 50 3673.csv 6
87 https://my-hit.org/serial/181/star/ my-hit.org 10 50 3819.csv 6
88 https://minkara.carview.co.jp/car/volkswagen/golf_hatchback/spec/latest/ carview.co.jp 10 50 3839.csv 6
89 https://www.nieuwsblad.be/ nieuwsblad.be 10 50 3997.csv 6
90 https://www.ucoz.ua/ucoz/v3/css/style.css at.ua 10 50 4007.csv 6
91 http://pictures13.hentai-foundry.com/c/Cromofox/704408/Cromofox-704408-The-Herrons-LongLong-Dick.jpg hentai-foundry.com 10 50 4015.csv 6
92 https://suche.gmx.at/web gmx.at 10 50 4016.csv 6
93 http://hockey.kulichki.net/archiv.php?year=2015&month=03 kulichki.net 10 50 4030.csv 6
94 http://kamyaranyan.mihanblog.com mihanblog.com 10 50 4048.csv 6
95 https://personal.natwest.com/etc/arete_clientlibs/faq_clientlibs/natwest-personal/natwest-personal_desktop.min.css natwest.com 10 50 4066.csv 6
96 http://www.jerseymujeres.com/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html jerseymujeres.com 10 50 4159.csv 6
97 http://www.wholesale-dress.in/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html wholesale-dress.in 10 50 4194.csv 6
98 http://www.korea-clothing.net/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html korea-clothing.net 10 50 4196.csv 6
99 https://www.banorte.com/wps/portal/banorte banorte.com 10 50 4235.csv 6
100 https://au.fotolia.com/Search/Category/444?order=creation&offset=100 fotolia.com 10 50 4249.csv 6
101 http://www.arab-clothing.com/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html arab-clothing.com 10 50 4285.csv 6
102 http://www.thaidress-wholesale.com/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html thaidress-wholesale.com 10 50 4345.csv 6
103 http://www.wholesale-dress.it/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html wholesale-dress.it 10 50 4350.csv 6
104 https://www.sparkasse.at/sgruppe/gruender/finanzierung-und-foerderung/foerderungen-fuer-gruenderinnen sparkasse.at 10 50 4354.csv 6
105 http://www.tubespin.tv/ru/1434/handjob_compilation/ tubespin.tv 10 50 4357.csv 6
106 https://www.bancogalicia.com/banca/contenthandler/!ut/p/digest!AVpjyN-eMXoHdj8JKNHpMA/mashup/ra:collection?themeID=ZJ_G0M0H8S0KGH720A2LJGRIQ30G4&locale=en&mime-type=text%2Fjavascript&lm=1557403525000&entry=wp_portal_ui_utils__0.0%3Aconfig_js&entry=wp_federated_documents_picker__0.0%3Aconfig_js&entry=wp_toolbar_utils__0.0%3Aconfig_js&entry=wp_toolbar_menuactions__0.0%3Aconfig_js&entry=wp_liveobject_framework_core__0.0%3Aconfig_js&entry=wp_dnd_main__0.0%3Aconfig_js&entry=wp_dialog_main__0.0%3Aconfig_js&entry=wp_contextmenu_config_lof__0.0%3Aconfig_js&entry=wp_contextmenu_js__0.0%3Aconfig_js&entry=wp_content_targeting_cam__0.0%3Aconfig_js&entry=wp_analytics_tags__0.0%3Aconfig_js&entry=wp_movecontrols__0.0%3Aconfig_js&entry=wp_toolbar_controlactions__0.0%3Aconfig_js&deferred=true bancogalicia.com.ar 10 50 4360.csv 6
107 http://gephaz.freemail.hu/wp-content/uploads/2017/10/Fremail-nyer.j-szab%C3%A1lyzat.pdf freemail.hu 10 50 4404.csv 6
108 http://www.jpdress.com/Sexy-Mermaid-Ivory-Lace-Sweet-Heart-Detachable-Wedding-Gown-p10391.html jpdress.com 10 50 4420.csv 6
109 http://9384.com 9384.com 10 50 4472.csv 6
110 http://dobbyporn.com/best/blowjob/ dobbyporn.com 10 50 4575.csv 6
111 https://www.currys.co.uk/gbuk/search-keywords/xx_xx_xx_xx_xx/-built40-/1_50/relevance-desc/400-xx-criteria.html?intcmp=whites_wk04_built40_220519 currys.co.uk 10 50 4617.csv 6
112 https://www.kemenkeu.go.id/single-page/sitemap/ kemenkeu.go.id 10 50 4625.csv 6
113 http://hot-sex-tube.com/categories/beautiful/1.html hot-sex-tube.com 10 50 4633.csv 6
114 https://kabar24.bisnis.com/read/20170911/16/688766/polisi-selidiki-kematian-bayi-deborah bisnis.com 10 50 4691.csv 6
115 https://fichier.societe.com/pages/fichier-entreprises.html societe.com 10 50 4715.csv 6
116 https://uznayvse.ru/interesting-facts/10-geev-po-kotorym-shodyat-s-uma-milliony-zhenschin.html uznayvse.ru 10 50 4717.csv 6
117 http://www.iwank.tv/ru/124406/japanese_uncensored/new/ iwank.tv 10 50 4818.csv 6
118 https://support.cryptopia.co.nz/styles/scss/sp-bootstrap.scss?portal_id=89275a53cb13020000f8d856634c9c51&v=2ca76b36dba1330084ed147a3a9619a2 cryptopia.co.nz 10 50 4912.csv 6
119 https://bni.co.id/DependencyHandler.axd/0aa1cace260be69ac49f60a0445cccf9/133/css bni.co.id 10 50 4915.csv 6
120 https://cont.ws/@altairhantengr/1308509 cont.ws 10 50 4944.csv 6
121 http://www.ntv.co.jp/sorajiro/blog/kumo/ ntv.co.jp 10 50 4945.csv 6
122 https://sciencing.com/daily-update-winter-olympics.html sciencing.com 10 50 4986.csv 6
