0 0 0
1 1 1 emu 10000
2 1 2 emu 10000
4 1 3 emu 10000
5 1 4 emu 10000
16 11 5 emu 10000
24 8 6 emu 10000
26 2 7 emu 10000
27 1 8 emu 10000
55 27 9 emu 10000
96 41 10 emu 10000
181 83 11 emu 10000
197 12 12 emu 98
359 162 13 emu 98
519 160 14 emu 98
686 165 15 emu 98
845 159 16 emu 98
1038 190 17 emu 98
1139 101 18 emu 98
1320 136 19 emu 98
1424 102 20 emu 98
1592 133 21 emu 98
1731 134 22 emu 98
1833 102 23 emu 98
1979 122 24 emu 98
2110 123 25 emu 98
2219 103 26 emu 98
2344 100 27 emu 98
